Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,credit_duration_ratio
59,male,2,own,little,little,1364,9,radio/TV,good,151.55555555555554
57,male,1,own,little,little,709,12,radio/TV,bad,59.083333333333336
33,male,2,rent,little,little,2235,20,car,bad,111.75
43,male,2,own,unknown,unknown,4042,24,car,good,168.41666666666666
35,male,2,free,little,unknown,1471,15,radio/TV,good,98.06666666666666
32,male,1,free,little,little,1442,18,car,bad,80.11111111111111
45,male,2,own,little,unknown,10875,36,car,good,302.0833333333333
33,male,2,own,moderate,unknown,1474,24,car,good,61.416666666666664
40,female,2,own,unknown,unknown,894,10,education,good,89.4
28,male,2,free,little,unknown,3343,15,furniture/equipment,good,222.86666666666667
29,female,2,own,little,little,3959,15,car,bad,263.93333333333334
26,male,2,rent,moderate,unknown,3577,9,car,good,397.44444444444446
27,male,2,own,rich,unknown,5804,24,car,good,241.83333333333334
28,male,2,own,little,unknown,2169,18,business,bad,120.5
35,female,2,own,little,little,2439,24,radio/TV,bad,101.625
32,male,1,own,rich,unknown,4526,27,furniture/equipment,good,167.62962962962962
25,male,1,rent,little,unknown,2210,10,furniture/equipment,bad,221.0
20,female,2,rent,quite rich,unknown,2221,15,furniture/equipment,good,148.06666666666666
27,female,2,own,little,little,2389,18,radio/TV,good,132.72222222222223
42,male,2,own,little,unknown,3331,12,furniture/equipment,good,277.5833333333333
37,male,2,own,unknown,unknown,7409,36,business,good,205.80555555555554
24,female,2,rent,little,little,652,12,furniture/equipment,good,54.333333333333336
40,female,2,own,quite rich,unknown,7678,36,furniture/equipment,good,213.27777777777777
46,male,2,own,little,rich,1343,6,car,good,223.83333333333334
26,male,2,own,moderate,little,1382,24,business,good,57.583333333333336
24,female,2,own,unknown,unknown,874,15,domestic appliances,good,58.266666666666666
29,male,1,own,little,little,3590,12,furniture/equipment,good,299.1666666666667
40,female,2,own,rich,moderate,1322,11,car,good,120.18181818181819
36,male,3,free,little,little,1940,18,radio/TV,good,107.77777777777777
28,male,2,own,little,unknown,3595,36,radio/TV,good,99.86111111111111
27,male,3,free,little,little,1422,9,car,bad,158.0
36,male,2,own,unknown,unknown,6742,30,radio/TV,good,224.73333333333332
38,male,3,own,little,unknown,7814,24,car,good,325.5833333333333
48,male,2,free,unknown,unknown,9277,24,car,good,386.5416666666667
36,male,2,own,unknown,moderate,2181,30,car,good,72.7
65,female,0,own,little,unknown,1098,18,radio/TV,good,61.0
43,male,2,own,little,moderate,4057,24,furniture/equipment,bad,169.04166666666666
53,female,2,own,little,little,795,12,education,bad,66.25
34,male,2,own,unknown,moderate,2825,24,business,good,117.70833333333333
23,male,2,own,little,moderate,15672,48,business,bad,326.5
34,male,3,own,little,unknown,6614,36,car,good,183.72222222222223
40,male,2,rent,unknown,unknown,7824,28,car,good,279.42857142857144
43,male,3,own,little,little,2442,27,business,good,90.44444444444444
46,male,2,own,little,unknown,1829,15,radio/TV,good,121.93333333333334
38,male,1,own,little,little,2171,12,car,good,180.91666666666666
34,male,2,own,little,moderate,5800,36,car,good,161.11111111111111
29,male,2,own,unknown,unknown,1169,18,radio/TV,good,64.94444444444444
31,male,3,own,unknown,unknown,8947,36,car,good,248.52777777777777
28,female,3,rent,little,little,2606,21,radio/TV,good,124.0952380952381
35,female,2,own,rich,unknown,1592,12,furniture/equipment,good,132.66666666666666
33,female,1,rent,unknown,unknown,2186,15,furniture/equipment,good,145.73333333333332
42,male,2,own,little,little,4153,18,furniture/equipment,bad,230.72222222222223
43,male,2,rent,little,little,2625,16,car,bad,164.0625
44,male,2,own,unknown,unknown,3485,20,car,good,174.25
42,male,2,free,unknown,unknown,10477,36,car,good,291.02777777777777
40,male,2,rent,unknown,unknown,1386,15,radio/TV,good,92.4
36,male,3,own,little,unknown,1278,24,radio/TV,good,53.25
20,male,3,rent,little,little,1107,12,radio/TV,good,92.25
24,male,1,own,unknown,little,3763,21,car,good,179.1904761904762
27,male,2,own,unknown,moderate,3711,36,education,good,103.08333333333333
46,female,1,own,little,unknown,3594,15,car,good,239.6
33,female,1,own,unknown,moderate,3195,9,car,good,355.0
34,female,2,own,little,unknown,4454,36,radio/TV,good,123.72222222222223
25,female,1,own,little,moderate,4736,24,furniture/equipment,bad,197.33333333333334
25,female,2,own,unknown,moderate,2991,30,radio/TV,good,99.7
28,male,2,own,rich,unknown,2142,11,business,good,194.72727272727272
31,male,2,rent,little,little,3161,24,business,bad,131.70833333333334
32,female,3,own,little,moderate,18424,48,vacation/others,bad,383.8333333333333
32,male,2,own,moderate,unknown,2848,10,car,good,284.8
68,male,3,own,little,little,14896,6,car,bad,2482.6666666666665
33,male,2,own,moderate,little,2359,24,furniture/equipment,bad,98.29166666666667
39,male,3,rent,little,little,3345,24,furniture/equipment,bad,139.375
28,female,2,own,little,unknown,1817,18,furniture/equipment,good,100.94444444444444
37,male,3,own,quite rich,unknown,12749,48,radio/TV,good,265.6041666666667
22,female,2,rent,little,little,1366,9,radio/TV,bad,151.77777777777777
30,male,2,rent,little,moderate,2002,12,car,good,166.83333333333334
55,male,2,own,little,little,6872,24,furniture/equipment,bad,286.3333333333333
46,male,2,own,little,little,697,12,car,bad,58.083333333333336
21,female,2,rent,little,little,1049,18,furniture/equipment,good,58.27777777777778
39,male,2,free,little,little,10297,48,car,bad,214.52083333333334
58,male,2,own,unknown,unknown,1867,30,radio/TV,good,62.233333333333334
43,male,1,own,little,little,1344,12,car,good,112.0
24,male,1,own,little,little,1747,24,furniture/equipment,good,72.79166666666667
22,female,2,own,little,moderate,1670,9,radio/TV,bad,185.55555555555554
30,male,2,own,little,unknown,1224,9,car,good,136.0
42,male,2,own,quite rich,unknown,522,12,radio/TV,good,43.5
23,female,2,own,little,little,1498,12,radio/TV,good,124.83333333333333
30,male,3,own,moderate,moderate,1919,30,radio/TV,bad,63.96666666666667
28,female,1,own,little,rich,745,9,radio/TV,bad,82.77777777777777
30,male,3,rent,little,moderate,2063,6,radio/TV,good,343.8333333333333
42,male,2,free,little,moderate,6288,60,education,bad,104.8
46,male,3,own,unknown,unknown,6842,24,car,good,285.0833333333333
45,male,3,own,unknown,unknown,3527,12,car,good,293.9166666666667
31,male,1,own,little,unknown,1546,10,car,good,154.6
31,male,2,own,unknown,unknown,929,24,furniture/equipment,good,38.708333333333336
42,male,1,own,little,unknown,1455,4,car,good,363.75
46,female,2,rent,little,little,1845,15,furniture/equipment,good,123.0
30,female,2,own,quite rich,moderate,8358,48,car,good,174.125
30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad,139.54166666666666
38,male,3,own,unknown,unknown,2859,12,car,good,238.25
43,male,1,own,little,unknown,1533,18,furniture/equipment,bad,85.16666666666667
31,male,2,own,moderate,unknown,3621,24,radio/TV,bad,150.875
40,male,0,own,little,moderate,3590,18,business,good,199.44444444444446
24,male,2,own,little,little,2145,36,business,bad,59.583333333333336
28,female,2,rent,quite rich,moderate,4113,24,car,bad,171.375
26,female,3,own,little,unknown,10974,36,furniture/equipment,bad,304.8333333333333
29,female,2,own,little,little,1893,12,car,good,157.75
57,female,3,rent,rich,little,1231,24,radio/TV,good,51.291666666666664
49,male,1,own,unknown,rich,3656,30,radio/TV,good,121.86666666666666
37,male,1,own,little,moderate,1154,9,radio/TV,good,128.22222222222223
45,male,1,own,little,little,4006,28,car,bad,143.07142857142858
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good,127.875
30,male,2,rent,little,unknown,1740,6,radio/TV,good,290.0
47,male,2,own,little,moderate,2353,21,car,good,112.04761904761905
29,male,2,own,unknown,unknown,3556,15,car,good,237.06666666666666
35,male,2,own,quite rich,unknown,2397,24,radio/TV,bad,99.875
22,male,1,own,little,moderate,454,6,repairs,good,75.66666666666667
26,female,2,own,unknown,moderate,1715,30,radio/TV,good,57.166666666666664
23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad,93.33333333333333
54,female,3,rent,little,unknown,3568,15,radio/TV,good,237.86666666666667
29,male,2,rent,unknown,unknown,7166,42,radio/TV,good,170.61904761904762
40,male,1,own,little,little,3939,11,car,good,358.09090909090907
22,male,2,own,moderate,moderate,1514,15,repairs,good,100.93333333333334
43,male,1,own,little,unknown,7393,24,car,good,308.0416666666667
29,female,0,rent,little,little,1193,24,car,bad,49.708333333333336
36,male,2,rent,little,little,7297,60,business,bad,121.61666666666666
33,female,2,own,little,unknown,2831,30,radio/TV,good,94.36666666666666
57,female,1,own,quite rich,rich,1258,24,radio/TV,good,52.416666666666664
64,female,2,own,little,moderate,753,6,radio/TV,good,125.5
42,male,2,own,unknown,moderate,2427,18,business,good,134.83333333333334
47,male,1,own,little,unknown,2538,24,car,bad,105.75
25,male,2,rent,moderate,moderate,1264,15,car,bad,84.26666666666667
49,male,2,own,little,moderate,8386,30,furniture/equipment,bad,279.53333333333336
33,male,3,rent,little,unknown,4844,48,business,bad,100.91666666666667
28,female,3,own,moderate,rich,2923,21,car,good,139.1904761904762
26,male,2,own,little,little,8229,36,car,bad,228.58333333333334
30,male,1,own,little,unknown,2028,24,furniture/equipment,good,84.5
25,female,2,rent,little,little,1433,15,furniture/equipment,good,95.53333333333333
33,male,2,own,little,rich,6289,42,business,good,149.73809523809524
64,female,2,own,moderate,unknown,1409,13,radio/TV,good,108.38461538461539
29,male,3,free,little,little,6579,24,car,good,274.125
48,male,1,own,little,moderate,1743,24,radio/TV,good,72.625
37,male,1,own,unknown,unknown,3565,12,education,good,297.0833333333333
34,male,1,own,moderate,unknown,1569,15,radio/TV,good,104.6
23,male,1,rent,unknown,little,1936,18,radio/TV,good,107.55555555555556
30,male,3,own,little,little,3959,36,furniture/equipment,good,109.97222222222223
50,male,2,own,unknown,unknown,2390,12,car,good,199.16666666666666
31,female,1,own,little,unknown,1736,12,furniture/equipment,good,144.66666666666666
40,male,3,own,little,little,3857,30,car,good,128.56666666666666
38,male,2,own,little,unknown,804,12,radio/TV,good,67.0
23,male,2,free,little,little,1845,45,radio/TV,bad,41.0
27,male,2,own,moderate,moderate,4576,45,car,good,101.68888888888888
